step,loss_before,loss_after,grad_norm,parameter_delta
1,14.609219551086426,14.609219551086426,7.461833896014124,0.0
2,14.609219551086426,14.609219551086426,7.461833896014124,0.0
3,14.609219551086426,14.609219551086426,7.461833896014124,0.0
4,14.609219551086426,14.609219551086426,7.461833896014124,0.0
5,14.609219551086426,14.609219551086426,7.461833896014124,0.0
6,14.609219551086426,14.609219551086426,7.461833896014124,0.0
7,14.609219551086426,14.609219551086426,7.461833896014124,0.0
8,14.609219551086426,14.609219551086426,7.461833896014124,0.0
9,14.609219551086426,14.609219551086426,7.461833896014124,0.0
10,14.609219551086426,14.609219551086426,7.461833896014124,0.0
11,14.609219551086426,14.609219551086426,7.461833896014124,0.0
12,14.609219551086426,14.609219551086426,7.461833896014124,0.0
13,14.609219551086426,14.609219551086426,7.461833896014124,0.0
14,14.609219551086426,14.609219551086426,7.461833896014124,0.0
15,14.609219551086426,14.609219551086426,7.461833896014124,0.0
16,14.609219551086426,14.609219551086426,7.461833896014124,0.0
17,14.609219551086426,14.609219551086426,7.461833896014124,0.0
18,14.609219551086426,14.609219551086426,7.461833896014124,0.0
19,14.609219551086426,14.609219551086426,7.461833896014124,0.0
20,14.609219551086426,14.609219551086426,7.461833896014124,0.0
21,14.609219551086426,14.609219551086426,7.461833896014124,0.0
22,14.609219551086426,14.609219551086426,7.461833896014124,0.0
23,14.609219551086426,14.609219551086426,7.461833896014124,0.0
24,14.609219551086426,14.609219551086426,7.461833896014124,0.0
25,14.609219551086426,14.609219551086426,7.461833896014124,0.0
26,14.609219551086426,14.609219551086426,7.461833896014124,0.0
27,14.609219551086426,14.609219551086426,7.461833896014124,0.0
28,14.609219551086426,14.609219551086426,7.461833896014124,0.0
29,14.609219551086426,14.609219551086426,7.461833896014124,0.0
30,14.609219551086426,14.609219551086426,7.461833896014124,0.0
31,14.609219551086426,14.609219551086426,7.461833896014124,0.0
32,14.609219551086426,14.609219551086426,7.461833896014124,0.0
33,14.609219551086426,14.609219551086426,7.461833896014124,0.0
34,14.609219551086426,14.609219551086426,7.461833896014124,0.0
35,14.609219551086426,14.609219551086426,7.461833896014124,0.0
36,14.609219551086426,14.609219551086426,7.461833896014124,0.0
37,14.609219551086426,14.609219551086426,7.461833896014124,0.0
38,14.609219551086426,14.609219551086426,7.461833896014124,0.0
39,14.609219551086426,14.609219551086426,7.461833896014124,0.0
40,14.609219551086426,14.609219551086426,7.461833896014124,0.0
41,14.609219551086426,14.609219551086426,7.461833896014124,0.0
42,14.609219551086426,14.609219551086426,7.461833896014124,0.0
43,14.609219551086426,14.609219551086426,7.461833896014124,0.0
44,14.609219551086426,14.609219551086426,7.461833896014124,0.0
45,14.609219551086426,14.609219551086426,7.461833896014124,0.0
46,14.609219551086426,14.609219551086426,7.461833896014124,0.0
47,14.609219551086426,14.609219551086426,7.461833896014124,0.0
48,14.609219551086426,14.609219551086426,7.461833896014124,0.0
49,14.609219551086426,14.609219551086426,7.461833896014124,0.0
50,14.609219551086426,14.609219551086426,7.461833896014124,0.0
51,14.609219551086426,14.609219551086426,7.461833896014124,0.0
52,14.609219551086426,14.609219551086426,7.461833896014124,0.0
53,14.609219551086426,14.609219551086426,7.461833896014124,0.0
54,14.609219551086426,14.609219551086426,7.461833896014124,0.0
55,14.609219551086426,14.609219551086426,7.461833896014124,0.0
56,14.609219551086426,14.609219551086426,7.461833896014124,0.0
57,14.609219551086426,14.609219551086426,7.461833896014124,0.0
58,14.609219551086426,14.609219551086426,7.461833896014124,0.0
59,14.609219551086426,14.609219551086426,7.461833896014124,0.0
60,14.609219551086426,14.609219551086426,7.461833896014124,0.0
61,14.609219551086426,14.609219551086426,7.461833896014124,0.0
62,14.609219551086426,14.609219551086426,7.461833896014124,0.0
63,14.609219551086426,14.609219551086426,7.461833896014124,0.0
64,14.609219551086426,14.609219551086426,7.461833896014124,0.0
65,14.609219551086426,14.609219551086426,7.461833896014124,0.0
66,14.609219551086426,14.609219551086426,7.461833896014124,0.0
67,14.609219551086426,14.609219551086426,7.461833896014124,0.0
68,14.609219551086426,14.609219551086426,7.461833896014124,0.0
69,14.609219551086426,14.609219551086426,7.461833896014124,0.0
70,14.609219551086426,14.609219551086426,7.461833896014124,0.0
71,14.609219551086426,14.609219551086426,7.461833896014124,0.0
72,14.609219551086426,14.609219551086426,7.461833896014124,0.0
73,14.609219551086426,14.609219551086426,7.461833896014124,0.0
74,14.609219551086426,14.609219551086426,7.461833896014124,0.0
75,14.609219551086426,14.609219551086426,7.461833896014124,0.0
76,14.609219551086426,14.609219551086426,7.461833896014124,0.0
77,14.609219551086426,14.609219551086426,7.461833896014124,0.0
78,14.609219551086426,14.609219551086426,7.461833896014124,0.0
79,14.609219551086426,14.609219551086426,7.461833896014124,0.0
80,14.609219551086426,14.609219551086426,7.461833896014124,0.0
81,14.609219551086426,14.609219551086426,7.461833896014124,0.0
